2014-10-06,
2014-10-07,139.326280989621
2014-10-08,138.35312521542897
2014-10-09,137.1912684983426
2014-10-10,125.51075451952028
2014-10-13,135.99245308993102
2014-10-14,139.64557421804074
2014-10-15,146.46976739379056
2014-10-16,147.522172519346
2014-10-17,144.008520707924
2014-10-20,131.21153478876778
2014-10-21,150.7637064286459
2014-10-22,132.24063272797025
2014-10-23,140.2995544753132
2014-10-24,130.64705220225488
2014-10-27,145.20567197487128
2014-10-28,142.56949145879867
2014-10-29,130.19265713933694
2014-10-30,145.01825806824775
2014-10-31,141.44994615297236
2014-11-03,132.64396513072296
2014-11-04,142.70879100179621
2014-11-05,167.38917328314207
2014-11-06,125.03879266773949
2014-11-07,118.22354403715457
2014-11-10,133.86161250168266
2014-12-03,190.49058624124825
2014-12-04,130.15536686619825
2014-12-05,133.0834171640399
2014-12-08,123.0407909287447
2014-12-09,142.89009121038004
2014-12-10,149.09219359644328
2014-12-11,144.79262652377315
2014-12-12,143.37658366003768
2014-12-15,128.69383892659766
2014-12-16,127.56839532308052
2014-12-17,121.79603080196274
2014-12-18,140.55917730392403
2014-12-19,144.06621216270332
2014-12-22,127.8105193220728
2014-12-23,144.11196015032988
2014-12-24,131.11881195621913
2014-12-25,157.93446836436618
2014-12-26,152.0484971196682
2014-12-29,130.5132711989354
2014-12-30,125.23696415607115
2015-01-05,159.41827005790515
2015-01-06,133.80736737040633
2015-01-07,149.63146195005748
2015-01-08,138.01546292519225
2015-01-09,134.90599582945924
2015-01-12,140.91484006260066
2015-01-13,152.3663241139716
2015-01-14,144.6961549561408
2015-01-15,137.34421890480638
2015-01-16,118.12658862248198
2015-01-19,132.34551737383336
2015-01-20,129.7693975693513
2015-01-21,145.4743761964349
2015-01-22,136.39848745322053
2015-01-23,137.6199561950454
2015-01-26,143.55435778180998
2015-01-27,141.39531516497235
2015-01-28,155.97876487863454
2015-01-29,155.18488076001177
2015-01-30,121.15185281154375
2015-02-02,144.21038437907328
2015-02-03,118.95992396872532
2015-02-06,181.50162969214966
2015-02-09,140.66681547858906
2015-02-10,148.39898726602718
2015-02-11,144.21514820577005
2015-02-12,134.4223187006682
2015-02-13,143.17971500113237
2015-02-16,131.47289985064037
2015-02-17,145.11505662651837
2015-02-18,150.03775162275792
2015-02-19,133.01797589224276
2015-02-20,140.6616207660416
2015-02-23,132.8761646687966
2015-02-24,138.79930225291315
2015-02-25,129.71239563899297
2015-02-26,130.22557830354032
2015-02-27,115.39225969155376
2015-03-02,128.4630547587343
2015-03-03,135.31980421351193
2015-03-04,128.76549765883658
2015-03-05,128.1104728686546
2015-03-06,128.93424597824105
2015-04-02,88.00720178208283
2015-04-03,138.02624973740694
2015-04-06,127.96992480023636
2015-04-07,145.7272443912442
2015-04-08,122.0140218004704
2015-04-09,177.39953301156135
2015-04-10,158.72078284191656
2015-04-13,135.81205096200023
2015-04-14,141.31776377573698
2015-04-15,140.6766559517371
2015-04-16,153.99504557620236
2015-04-17,146.31743333781523
2015-04-20,132.1773057297022
2015-04-21,155.36130844504135
2015-04-22,134.59055325040896
2015-04-23,171.14305237130182
2015-04-24,185.97038693760493
2015-04-27,159.72035404427743
2015-04-28,182.58985278844594
2015-05-13,194.24356447556664
2015-06-17,174.8333945578055
2015-06-18,133.28776977335718
2015-06-19,141.8855021106691
2015-06-22,138.88023131834717
2015-06-23,155.64614189771348
2015-06-24,148.05134430355687
2015-06-25,141.46243748940014
2015-06-26,144.90744654709485
2015-06-29,137.39253243321704
2015-06-30,147.32024363140923
2015-07-01,147.1291317654398
2015-07-02,163.64699977279412
2015-07-03,155.65726510625285
2015-09-04,137.81830516826332
2015-09-07,145.3762550965326
2015-09-08,153.10212598193328
2015-09-09,157.98586991212485
2015-09-10,162.12952964626533
2015-09-11,147.03764185792204
2015-09-14,159.43889645157873
2015-09-15,172.7196422042122
2015-09-16,143.6065240152306
2015-09-17,164.82288743015417
2015-09-18,148.73846721106332
2015-09-21,168.94357136234697
2015-09-22,154.18803784747408
2015-09-23,153.60919677287245
2015-09-24,169.27597619332983
2015-09-25,154.10330889134562
2015-09-28,142.8344034305411
2015-09-29,159.71136461363022
2015-09-30,152.014107393088
2015-10-01,159.31032436486686
2015-10-02,151.7762304737078
2015-10-05,155.54726998478833
2015-10-06,161.6944567334707
2015-10-07,146.32738513684234
2015-10-08,147.12569071858104
2015-10-09,145.5789704863064
2015-10-12,149.9931751854462
2015-10-13,158.74860592297676
2015-10-14,128.77418320822204
2015-10-15,190.0208212947657
2015-11-16,190.06410672662116
2015-11-17,142.38698846426843
2015-11-18,166.7456531235273
2015-11-19,159.99328199181525
2015-11-20,142.94608625842596
2015-11-23,150.77489330463766
2016-02-04,193.07045818986023
2016-02-05,152.5490974959675
2016-02-08,163.20409396164737
2016-02-09,162.0214449516555
2016-02-10,169.7833973511635
2016-02-11,168.90956145130636
2016-02-12,175.67235927582556
2016-02-15,167.2466036518567
2016-02-16,170.36875862965147
2016-02-17,165.1115828291868
2016-02-18,167.87654659034786
2016-02-19,153.423735769426
2016-02-22,154.78899789449991
2016-02-23,174.23993104132347
2016-02-24,179.91364089169647
2016-02-25,165.81574781138363
2016-02-26,172.08798382251945
2016-02-29,179.51259250036014
2016-03-01,181.59488987617001
2016-03-02,170.52094185355077
2016-03-03,165.87140106877828
2016-03-04,156.30146638483072
2016-03-07,150.5467619641701
2016-03-08,156.6792587617632
2016-03-09,176.33225503195013
2016-03-10,176.6748996260626
2016-03-11,176.29999759266065
2016-03-14,162.83081538024325
2016-03-15,185.31765412216856
